Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6,Answer 7,#7
Name A Shakespeare Play Which Was Made Into A Movie,Romeo & Juliet,34,Hamlet,24,Othello,14,Macbeth,9,Taming Of The Shrew,7,Midsummer Nights Dream,5,Much Ado About Nothing,4
Name A Fruit People Put In Cakes,Strawberries,33,Pinapple,27,Bananas,14,Apples,12,Lemon,4,Cherries,3,Peaches,3
Name Something That Almost Anyone Can Cook.,Eggs,48,Toast,16,Pasta,12,Soup,8,Mac & Cheese,5,Hot Dogs,4,Pizza,3
Name A Type Of Bread People Order Sandwiches On At A Deli,Wheat,33,Rye,22,Sourdough,14,French Roll,9,White Bread,8,Onion Roll,3,Pumpernickel,3
Name Something That Teenagers Spend More Time Doing Than Adults,Texting/Phone,32,Sleeping,17,Clean Litter Box,15,Watching TV,14,Internet,10,Video Games,5,Shopping,5
"Besides Eat, Name Something A Person Might Do On Their Lunch Hour",Go For A Walk,26,Exercise,29,Run Errands,14,Read,12,Nap,12,Pay Bills,5,Smoke,5
Name A Button You’d Find On A Video Camera,Record,31,Play,22,Power,12,Pause,11,Rewind,10,Eject,7,Stop,6
Name A Specific Place Where It Usually Doesn’t Do Any Good To Argue,Court,29,Place Of Worship,23,Work,19,Home,8,Police,7,School,6,Store,5
Name Something You Do To A Chicken Before You Cook It,Clean It,42,Season It,19,Cut It,11,Kill It,9,Pluck It,5,Skin It,4,Stuff It,4
Name A Type Of Fish A Restaurant Might Feature As “Catch Of The Day.”,Catfish,24,Salmon,22,Trout,18,Red Snapper,13,Perch,6,Halibut,5,Swordfish,4
What Movie Would You Never Watch Alone?,Exorcist,26,Scream,19,Psycho,15,Halloween,13,The Ring,12,Friday The 13th,9,The Shining,6
Name A Word That You’d Probably See In A Vacation Brochure For Hawaii,Beach,29,Aloha,25,Sunny,17,Surfing,8,Volcano,6,Beautiful,6,Tropical,5
Name Something People Don’t Like To Start,Fight/Arguement,29,Housework/Cleaning,20,Diet,18,Books,7,Homework,6,Job/Work,6,Xmas Shopping,5
"On A Scale From 1-10, How Happy Do You Hope Your Ex Is With Their Life?",5,27,1,23,10,15,8,13,7,8,3,4,2,4
Tell Me The Average Number Of Keys The Average Person Carries Around With Them (Numeric Only).,5,29,6,25,7,15,4,12,3,7,10,6,2,3
Name How Many People Can Ride Comfortably In The Back Of A Limo. (Numeric Only),6,45,4,19,8,13,5,7,10,6,7,4,3,4
Tell Me The Age That Kids Probably Start Using Naughty Language With Their Friends.,10,29,12,23,8,15,13,12,11,6,14,4,9,3
Tell Me The Age Of The Average Babysitter,16,36,15,19,14,17,13,15,17,5,18,5,12,3
Name The Age Girls Stop Playing With Dolls. (Numeric Only),12,36,13,19,10,16,9,8,11,8,8,6,14,5
 At What Age Does It Become Embarrassing To Still Live With Your Parents (Numeric Only)?,25,33,20,17,21,15,30,11,18,7,22,5,24,4
Tell Me The Age A Man Might Start Losing His Hair. (Numeric Only),40,29,30,25,45,13,35,10,25,6,50,5,29,4
Name An Expression People Often Say That Ends With The Word “Up.”,What’s Up,49,Shut Up,17,Look Up,15,Heads Up,7,Screw Up,4,Straight Up,4,7 Up,4
Name A Christmas Story That A Parent Might Read To Their Child.,Night Before Christmas,64,Rudolph The Red Nose,9,Grinch Stole Xmas,7,A Christmas Carol,6,Bible,4,Frosty The Snow Man,3,A Christmas Carol,2
Name A Kind Of Court.,Tennis Court,23,Basketball Court,20,Supreme Court,16,Divorce Court,15,Traffic Court,12,Civil Court,9,Appeals Court,5
Name Something That People Get Removed From Their Body.,Mole,37,Tattoos,21,Teeth,9,Tonsils,9,Warts,8,Hair,6,Appendix,5
Name Something You’d Hate To Forget To Do During A Job Interview?,Smile,22,Talk/Answer Questions,20,Say Thank You,14,Introduce Yourself,12,Bring Resume,11,Shake Hands,10,Ask About Salary,9
We Asked 100 Single Ladies: Name Something A Guy Should Always Do First Before Asking You On A Date.,Shower/Brush Teeth,34,Dress Nicely,23,Introduce Himself,18,Get To Know You,7,Smile,5,Give A Compliment,5,Ask Your Status,3
"Besides Books, Name Something That’s Sold In A Bookstore",Magazines,33,Bookmarks,16,Newspaper,12,Miusic,10,Calendars,9,Coffee,7,Audio book,6
Name Something They Give Away Free To Attract Fans At A Baseball Game.,Caps,47,Baseball,12,T Shirts,9,Free Tickets,8,Baseball Cards,8,Stickers,5,Autographs,4
Name Something You’d Probably Find In A Baby’s Bedroom.,Crib,57,Toys,14,Diapers,10,Playpen,3,Mobile,3,Changing Table,3,Baby Bottle,2
Name A Place Where You Might Find A Frog,Pond,65,Lake,12,Swamp,6,Creek,5,River,3,Woods,3,Backyard,2
Name Something You Wouldn’t Want To Lose On The Dance Floor.,Top/Bottoms,33,Jewelry,26,Shoes,15,Money,7,Cell Phone,7,Keys,4,Balance,3
Name A Phrase That Begins With The Word “Open”,House,32,Sesame,25,Door,13,Minded,9,Book,9,Season,4,Bar,3
Name Something People Put On Their French Fries.,Ketchup,58,Salt,28,Ranch Dressing,6,Mayonnaise,2,Vinegar,2,Mustard,2,Bar B Que Sauce,2
Name A Song Made Famous By The Beach Boys,California Girls,31,Surfin’ USA,21,Good Vibrations,13,Help Me Rhonda,9,Wouldn’t It Be Nice,8,I Get Around,7,Barbara Ann,5
Name A Place Where You Might See A Lot Of Rats,Alley,37,Sewer,24,New York City,12,Dumpster,9,Garage,4,Barn,3,Basement,3
"Besides Tomatoes, Name Something You Sometimes Find In Spaghetti Sauce",Mushroom,29,Meat,17,Garlic,14,Bell Pepper,13,Oregano,8,Onion,6,Basil,5
"If You Had To Spend The Night In Your Garage, Name A Critter That You’d Dread An Encounter With.",Rat/Mouse,27,Snake,18,Skunk,17,Raccoon,14,Spider,9,Cockroach,8,Bat,4
"If They Offered A Class On How To Be A Rockstar, Name Something They Might Teach You How To Do.",Play Guitar,41,Sing,14,Piano,13,Dance,10,Record,8,Dress,6,Be Crazy,5
Name A Food You Can Cook On A Campfire.,Hot Dogs,27,Hamburgers,25,Marshmallows,18,Chicken,12,Steak,9,Fish,5,Beans,4
Name An Animal You Could Recognize Just By Its Nose,Elephant,32,Dog,21,Pig,14,Ant Eater,11,Cat,7,Horse,5,Bear,2
Name A Term You’d Use For Someone Who Has A Lot Of Money,Rich,43,Wealthy,17,Millionaire,12,Loaded,8,Filthy Rich,5,High Roller,4,Billionaire,4
Who Was The Worst Oscar Host?,David Letterman,23,Chris Rock,21,Whoopi Goldberg,15,Chevy Chase,13,Steve Martin,12,Jon Stewart,9,Billy Crystal,7
Name An Instance In Which You’d Hear Applause,Performance,31,Sporting Event,24,Speech,14,Graduation,11,Wedding,8,Sit Com/TV,5,Birthday Party,3
Name Something You Might Buy At The Airport While Waiting For Your Flight To Take Off.,Magazines,37,News Paper,13,Soda,11,Coffee,9,Snacks,8,Souvenir,8,Book,7
Name Something Students Use In Math Class,Calculator,35,Pencil,28,Computer,12,Ruler,9,Compass,6,paper,5,Books,4
Name A Hairstyle That Starts With “B.,Bob,27,Beehive,18,Bun,15,Braid,9,Bouffant,8,Buzz Cut,6,Bowl Cut,6
Name Something You Might Bring To Your Kid’s High School Football Game,Blanket,26,Snacks/Drink,21,Warm Clothes,16,Sign/Banner,14,Chair/Cushion,10,Horn,6,Camera,4
Name Something Teachers Give Their Students.,Homework,40,Grades,32,Tests,9,Knowledge,3,Stickers,3,Encouragement,3,Candy,2
Name Something You Might See At A Church Gift Shop,Bible,48,Cross,29,Rosary,11,Books,2,Angel,2,Bookmark,2,Cards,2
Name Something That Has Strings On It,Guitar,39,Puppet,19,Violin,16,Kite,7,Yo Yo,6,Balloon,4,Cello,2
"If You Were Going Rock Climbing, Name Something You’d Want To Bring With You",Rope,42,Food,16,Water,14,Boots,12,First Aid,7,Cell Phone,5,Chalk,4
Name Something People Leave On Their Nightstand Before Going To Bed.,Eye Glasses,40,Water,20,Watch,11,Books,8,False Teeth,7,Alarm Clock,3,Change,2
Name The Most Gentle Farm Animal.,Lamb/Sheep,33,Cow,25,Horse,13,Pig,11,Bunny,8,Cat,5,Chick/Duckling,3
Name A Food You Wouldn’t Eat With A Fork.,Soup,37,French Fries,17,Cereal,9,Ice Cream,8,Pizza,7,Hamburger,7,Chicken,7
Name A Kind Of Event A Child In A Large Family Might Have To Go To A Lot,Birthday Parties,30,Sporting Events,23,Graduations,10,Family Reunions,10,Weddings,9,recitals/Plays,6,Church,5
Name Something You’d Need If You Wanted To Run For President.,Money,66,Education,12,Votes,5,Running Mate,3,Gift Of Gab,2,Be A Citizen,2,Clean Backgroung,2
"If You Needed Some Fast Cash, Name A Possession You Might Sell",Jewelery,49,Car,24,TV,11,Watch/Clock,5,Stocks,4,Furniture,4,Clothes,3
Name A Specific Fruit You Have To Cut Open To Eat,Watermelon,35,Cantaloupe,21,Orange,18,Grapefruit,16,Pinapple,5,Banana,3,Coconuts,2
Name A Word That Begins With “Comp.”,Computer,39,Competition,17,Company,12,Complimentary,11,Composition,7,Compensation,7,Complete,4
Name Something In A Person’s House That’s Left On All Night.,Night Light,58,Refrigerator,12,Alarm Clock,10,Central Air,8,TV,6,Radio,2,Computer,2
Name Something Guests Do At A Wedding Reception.,Eat,33,Dance,33,Drink,14,Throw Rice,5,Talk,4,Cry,3,Congratulate,3
Name A Sign That You Television Is Over 40 Years Old,Black And White,36,Has Knobs,18,No Remote Control,14,Doesn’t Work,12,Small Screen,8,Fuzzy Picture,7,Console Cabinet,5
Name Someplace You Might Be Where It Would Be Inappropriate To Laugh Out Loud.,Place Of Worship,46,Funeral,37,Classs,4,Library,4,Symphany,3,Morgue,2,Court,2
Name An Animal People Set Traps For.,Mice,32,Bears,18,Beavers,14,Racoons,9,Rats,9,Opossums,6,Coyotes,5
"Besides Lettuce, Name Something A Restaurant Might Put In A Dinner Salad.",Tomato,37,Onion,12,Croutons,11,Cheese,10,Carrots,9,Dressing,9,Cucumbers,6
Name Something You Might See In The Sky That Would Make You Say “Ooooh!”,Fireworks,31,Shooting Star,19,Rainbow,15,Hot Air Balloon,7,Airplane,7,Blimp,6,Dark Clouds,6
Name Something You Might Be Hired To Do For A Wedding.,Cater,35,Play Music,19,Take Pictures,15,Provide Flowers,12,Plan It,8,Make The Cake,4,Decorate,4
Name Someone Who Might Wear A Lab Coat.,Doctor,34,Lab Technician,30,Scientist,9,Nurse,7,Chemist,6,Pharmicist,3,Dentist,2
Name A U.S. City Where It Snows A Lot During The Holidays,Chicago,39,New York,21,Minniapolis,20,Denver,9,Buffalo,3,Boston,3,Detroit,2
Name Something In Your Home You Probably Turn On Every Day.,Television,49,Lights,34,Water,5,Stove,5,Microwave,3,Radio,2,Dishwasher,2
Name Something You have In Your House That You Also Have In Your Car,Radio,26,Phone,20,DVD Player,10,CD Player,10,Windows,9,Air Conditioner,9,Doors,8
Name A Thanksgiving Item Children Make At School.,Turkey,78,Cornucopia,6,Pilgrem Hat,5,Card,4,Indian Headress,3,Pumpkin,2,Drawing Of Pilgrims,2
Name A Way People Warm Themselves Up When They’re Cold.,Blanket,30,Put On Jacket,19,Rub Hands Together,10,Extra Clothes,9,Cuddle,9,Fireplace,8,Drink Hot Chocolate,6
Name Something People Do To Help Them Stay Awake When They Are Tired.,Drink Coffee,61,Take A Pill,7,Exercise,6,Get Cool Air,6,Listen To Radio,5,Eat,4,Drink Soda,3
Name Something A Magician Might Remove From Audience Members Without Them Ever Knowing It Was Gone.,Money,29,Watch,26,Wallet/Purse,14,Handkerchief,12,Necklace,8,Ring,6,Earrings,5
Name A Food That Comes In Packs of Six Or More.,Hod Dogs,16,Pudding,16,Little Cereal Boxes,14,Beer,13,Soda,11,Yogurt,11,Eggs,9
Name Something A Male Rockstar Might Do To Make Himself Look More Rebellious,Tattoos,26,Get Body Pierced,25,Dye Hair,16,Shave Head,7,Paint Face,7,Long Hair,6,Facial Hair,3
Name A Reason You Might Look Forward To November,Thanksgiving,45,Sales,15,Turkey,14,Christmas Decoration,6,Vacation,5,Cooler Weather,4,Family Gets Together,3
Name Something People Do At A Bar Besides Drink.,Talk,28,Smoke,26,Dance,19,Eat,9,Flirt,6,Play Pool,5,Fight,3
Name Something You Might Worry About While On A Cruise Ship,Ship Sinkong,48,Iceberg,14,Overeating,9,Drowning,7,Motion Sickness,6,Hurricane,5,Fire,3
Name An Expression That Begins With The Word “First.”,"…Come,First Served",24,First Love,17,First Class,9,First Things First,9,First Time,9,First Kiss,9,First Base,9
Name Something You Might Do On Vacation In Florida,Swim,30,Go To Disney World,25,Relax,10,Play Golf,9,Visit The Everglades,6,Go to Beach,6,Fish,5
Name Something You Might Find In A Person’s Shopping Cart If They’re Planning A Romantic Dinner,Bottle Of Wine,45,Candles,26,Whipped Cream,5,Strawberries,5,Champagne,5,Oysters,3,Flowers,3
Name Something You Might See On A Bedroom Ceiling,Fan,49,Light,16,Mirror,14,Star Stickers,4,Poster,3,Cracks,2,Fly,2
Name A Game A Family Plays At An Annual Holiday Gathering.,Charades,29,Cards,22,Monopoly,19,Scrabble,9,Pictionary,6,Family Fued,5,Football,4
Name Something Specific You Might Order At A French Restaurant.,Escargot,38,Wine,24,Croissant,11,Crepes,7,Fondue,5,French Fries,4,french Bread,3
Name Something Associated With A Princess In A Renaissance Movie.,Tiara,35,Prince,22,Gown,13,Castle,10,Long Hair,7,Knight,6,Frog,5
Name Something You Might Eat For Breakfast In The Car On Your Way To Work.,Donut,25,Bagel,19,Granola Bar,18,Toast,10,Pop Tart,9,Muffin,7,Fruit,4
Name Something An Adult Might Take Lessons To Learn How To Do.,Dancing,49,Cooking Lessons,13,Computer Skills,10,Singing Lessons,5,Playing Piano,5,Drive A Car,5,Golf,3
Name A Type Of Cheese With A Funny Name.,Mozzarella,28,Limburger,20,Roquefort,11,Muenster,11,Provolone,10,Brie,8,Gorgonzola,3
Name Something That Begins With The Word “Great.”,Great Expectations,36,Great Dane,24,Great Wall Of China,12,Great Day,6,Great Grandparents,5,Great Buy,5,Great Scott,4
Name A Vegetable That People Like To Steam.,Broccoli,52,Carrots,24,Corn,7,Cabbage,5,Cauliflower,4,Asparagus,4,Green Beans,3
Name A Specific Kind Of Pepper People Put In Their Food.,Black,47,Red,14,Cayenne,12,Chili,9,Jalapeno,7,Green,6,Ground,5
Name Something You Might See At A Cowboy’s Yard Sale.,Boots,26,Saddles,25,Cowboy Hat,19,Rope,7,Horse,7,Spurs,5,Gun,3
Tell Me A Cause That A Movie Star Might Support.,Peace,31,Environment,21,Voting,15,Animal Rights,11,Poverty,9,Abortions,5,Gun Or Gun Control,4
Name The Most Expensive Sport For Kids To Participate In.,Football,34,Golf,19,Baseball,12,Hockey,12,Cheerleading,8,Horseback Riding,5,Gymnastics,3
Name Something People Are Said To “Break.”,Legs,27,Hearts,25,Glass,18,Promise,14,Rules,7,The Bank,5,Habbits,3
Name Something A Person Might Worry About When Speaking In Front Of A Large Group.,Lack Of Preperation,28,Shuttering,24,Mis Pronunciation,15,Sweating,8,Impression,7,Volume Of Voice,6,Hair,6
Name The Last Country You Would Want To Win A Trip To?,Iraq,31,Afghanistan,19,North Korea,16,Sudan,9,Columbia,8,Syria,7,Haiti,5
Name Something That Tastes Good With Mustard,Hot Dogs,76,Hamburger,12,French Fries,3,Corn Dogs,3,Ketchup,2,Hot Pretzel,2,Ham,2
Name Something That A Germaphobe Would Hate To Share.,Food/Drink,41,Bathroom,16,Lip Balm/Makeup,12,Tooth Brush,12,Towel/Washcloth,9,Comb/Brush,5,Headphones,3
Name An Activity For Which People Wear Boots.,Hiking,39,Ski/Snowboarding,17,Hunting,15,Fishing,9,Sledding,8,Shoveling,8,Horseback Riding,3
Name Something A Child Might Do For Or Give Santa,Milk And Cookies,67,Write A Letter,12,Be Good,5,Make A Picture,3,Clean Their Room,3,Make A List,2,Hug Him,2
Name Something That Might Be Orange-Flavored.,Juice,25,Soda,25,Candy,19,Baby Asprin,10,Sherbet,8,Jello,3,Ice Cream,3
Name Something That Might Be Grape-Flavored,Juice,33,Bubblegum,23,Soda,12,Jelly,9,Medicine,8,Lolipop,6,Ice Cream,5
Name Someone Who Wears White Clothes.,Nurse,45,Doctor,27,Bride,8,Chef,6,Dentist,3,Painter,2,Ice Cream Vendor,2
"Other Than The U.S., What Country Is Known For Making Films?",France,28,Canada,19,Japan,15,England,13,China,10,India,6,Italy,6
Name The Month Most People Start Shopping For Holiday Presents.,November,48,October,20,September,9,December,8,August,6,January,3,June,3
Name A City In Florida,Miami,30,Orlando,27,Jacksonville,18,Tampa Bay,14,Daytona Beach,12,Tellahassee,9,Key West,6
Name Something You’d Find At Most Amusement Parks. (More Specific Than “Rides.”),Roller Coasters,52,Cotton Candy,11,Ferris Wheels,11,Merry Go Round,6,Consession Stands,5,Crowds,5,Kids,3
Tell Me A Slang Word For “Underwear.,Drawers,31,Panties,29,Undies,12,Boxer Shorts,9,Skivvies,7,Briefs,5,Knickers,3
"If Your Car Could Talk, Name Something It Might Complain About.",Driving To Fast,26,Wash Me,25,Not Enough Gas,14,Being Run Too Much,10,Irregular Oil Change,8,Too Much Weight,5,Left In The Rain,4
Name A Profession In Which Rain Can Ruin A Day’s Work.,Construction,38,House Painter,21,Landscaper,16,Farmer,12,Athlete,5,Postal Worker,3,Lifeguard,3
Name Something A Surgeon Keeps Nearby When He Operates,Scalpel,62,Nurse,12,Gloves,8,Mask,5,IV,3,Alcohol,2,Light,2
Name A Pastime That’s Considered More Respectable Than Watching TV.,Reading,39,Exercise,22,Sports,12,Crafts,9,Playing Instrument,7,Cooking,3,Listening To Radio,3
Name A Nursery Rhyme That Has The Word “Little” In The Title.,Little Miss Muffet,37,Twinkle Little Star,26,Little Boy Blue,16,Red Riding Hood,7,Three Little Pigs,7,Little Bo Peep,5,Little Tommy Tucker,2
Name Something You Wouldn’t Want To Do On A Rope Bridge.,Jump,26,Lose Balance,22,Run,17,Swing It,13,Drive,7,Dance,6,Look Down,3
Name An Occupation Where You Might Wear Suspenders.,Firefighter,40,Clown,15,Farmer,14,Construction,13,Fisherman,7,Barber,6,Lumberjack,5
Name The Easiest Household Chore.,Washing Dishes,18,Dusting,17,Vacuum,16,Sweeping,14,Taking Out Trash,11,Picking Up,10,Making Bed,6
Name The Month With The Nicest Weather,May,21,June,19,April,18,July,12,October,12,September,10,March,6
Tell Me A Woman’s Name That Starts With The Letter “M.”,Mary,61,Melissa,10,Maria,6,Marilyn,4,Madonna,4,Martha,3,Marsha,3
Name Someplace You’d Find A Water Fountain,Park,52,School Yard,26,Amusement Park,4,Beach,3,Library,3,Civic Centre,2,Medical Building,2
Name Something People Associate With Shirley Temple,Curly Hair,42,Dolls,17,Dimples,14,Good Ship Lollypop,9,Child Star,4,Singing/Dancing,4,Movies,3
Name Something You Expect To See When You Watch The Academy Awards.,Movie Stars,26,Designer Clothes,18,Acceptance Speeches,15,Red Carpet,12,Fans,10,Bad dance Numbers,6,Musicians,5
Name A Company Which Sends Out Special Holiday Catalog.,Sears,30,JCPenny’s,22,Toys R Us,15,Ikea,11,Hickory Farms,6,Crate And Barrel,5,Neiman Marcus,5
Name Something Specific You’d Expect To See In One Of Those “New Age” Stores.,Candles,28,Incense,24,Crystals,18,New Age Clothes,11,Terot Cards,8,Lava Lamp,7,New Age Books,4
Name A State That Starts With The Letter “N.”,New York,29,Nebraska,26,Nevada,20,New Mexico,8,New Jersey,6,North Dakota,4,New Hampshire,3
Name Something You Can Buy In The Paper Products Aisle At The Supermarket,Paper Towels,32,Napkins,24,Paper Plates,17,Toilet Paper,10,Tissue,7,Paper,5,Notebook,4
"Name An Ingredient That You Use In Baking, But Would Not Eat On Its Own.",Flour,43,Salt,20,Butter,11,Sugar,9,Baking Soda,7,Vanilla,4,Oil,3
Name Something You’d Need If You Were Making Pancakes,Flour,28,Eggs,17,Butter,13,Milk,11,Syrup,10,Batter,9,Pancake Mix,8
Name A Food That Gets Bigger When It’s Cooked,Pasta,28,Bread,25,Hot Dogs,18,Rice,8,Pop Corn,5,Beans,4,Pancakes,3
Name Something You Can See At A Kids Birthday Party.,Balloons,28,Clown,26,Cake,22,Kids,6,Inflatable Jumping,6,Barney,2,Party Hat,2
Name Something That Ends With The Word “Code.”,Area Code,29,Zip Code,20,Morse Code,16,Security Code,9,Bar Code,8,Dress Code,5,Pass Code,5
Name Something A Woman Might Wish Her Husband Had More Of.,Money,41,Hair,28,Time,7,Muscles,5,Love,5,Energy,3,patience,3
Name A Movie That Is Based On A True Story.,Titanic,23,Social Network,22,Blind Side,16,Milk,13,Malcolm X,9,Kings Speech,9,Pearl Harbor,6
Name Something Grown-Ups Sleep With In Order To Feel Secure,Spouse,39,Extra Pillows,19,Stuffed Animal,14,Blanket,10,Night Light,8,Gun,3,Pet,2
Name A Movie Character Who Always Wears A Hat.,Cat In The Hat,29,Indiana Jones,16,Sherlock Holmes,13,Willy Wonka,12,Dick Tracey,11,Zorro,9,Peter Pan,7
Name Something That Can Get Tangled.,Hair,79,Fishing Line,5,Rope,4,Yarn,2,Jewelry,2,Shoe Laces,2,Phone Cord,2
Name A Flavor Of Pudding,Chocolate,40,Vanilla,20,Tapioca,11,Banana,10,Butterscotch,6,Lemon,5,Pistachio,4
Name Something You Might Do With Your Fingers But Not Your Toes,Eat,33,Write/Type,22,Snap/Clap,15,Bite Nails,9,Count,8,Cross Them,5,Point,4
Name A Profession Where You Might Be Called A Shark,Loan Shark,31,Gambler,21,Pool Player,15,Lawyer,14,Car Dealer,8,Agent,6,Politition,5
Name Something That President Obama Has A Lot Of.,Money,51,Problems,12,Supporters,11,Charisma,8,Security/Guards,8,Opponents,5,Power,4
Tell Me An Emotion That Gets Stronger After You Have Children,Love,38,Fear/Worry,16,Anger,12,Happy,11,Distrustful,10,Compassion,7,Pride,3
Name Something That It Is Harder To Do When You Have Too Many Roommates.,Sleep,36,Be Intimate,19,Shower,14,Keep House Clean,13,Cook,5,Use Bathroom,4,Read/Study,4
Name Something That Always Makes You Feel Better When You’re Lonely.,Candy,33,Listening To Music,19,Pet,14,Watching A Movie/TV,14,Friend/Phone Call,10,Have A Drink,4,Reading,3
Name A Movie Star You Would Invite For Thanksgiving Dinner.,Brad Pitt,29,Tom Hanks,13,Julia Roberts,13,Jennifer Aniston,13,Denzel Washington,10,Sean Penn,9,Reese Witherspoon,6
Name Something You Can Only Hear In Your House When Everyone’s Sleeping,Snoring,32,Ticking Clock,28,Furnace/AC,14,Crickets/Mice,8,Creaks,7,Leaky Faucet,4,Refrigerator,4
Name A Complaint A Door-To-Door Salesperson Might Have,Doors Slammed In Face,35,No Sales,14,Too  Much Walking,14,Feel Hurt,10,No One Answers Door,8,Rude People,7,Rejection,5
Name A Place That Gets Crowded At The End Of A Work Day.,Bar,26,Highway,20,Bank,18,Public Transit,9,Shopping Center,9,Grocery Store,7,Restaurant,6
"If There Was A Fire At The Zoo, Name An Animal A Fireman Would Have Trouble Carrying Out By Himself.",Elephant,53,Tiger,16,Bear,13,Gorilla,7,Lion,4,Alligator,2,Rhino,2
Name A Food That Smells Good When It’s Cooking,Cake,26,Cookies,23,Bread,14,Chicken,11,Pie,9,Beef,5,Ribs,4
Name Something A Flight Attendant Sees Everyday,Passengers,40,Planes,16,Clouds,12,Pilot,9,Sky,9,In Flight Movie,4,Safety Movie,2
Name A Club Bill Gates Probably Belonged To In High School.,Computer,32,Chess,24,Debate,10,Glee Club,7,Boy Scouts,7,Math,7,Science,6
Name Something You Want A Beach To Have,Sand,25,Bathroom/Showers,23,Umbrellas/Shade,13,Lifeguards,11,Refreshments,11,Clear Water,8,Seats,5
Name A Movie That A Dog Would Love To Watch,Lassie,29,101 Dalmations,18,Benji,13,Dogs Go To Heaven,12,Bolt,11,Lady & The Tramp,9,Shaggy Dog,6
Name An Image That Might Appear On Christmas Wrapping Paper,Santa Claus,30,Christmas Tree,23,Candy Cane,13,Snowflakes,12,Snowman,11,Stockings,5,Silver Bells,3
What’s A Job Out Of Work Actors Do?,Wait Tables,34,Clean,24,Security,13,Commercials,10,Valet Parking,8,Model,6,Singing Telegram,5
Tell Me The First Thing You Do When You Get In Your Car.,Put Seat Belt On,54,Start Car,17,Close Car Door,8,Keys In Ignition,5,Lock Doors,4,Fix Mirrors,3,Sit Down,2
Name Something People In California Might Worry About,Earthquake,55,Fires,12,Crime,10,Mudslides,8,Having Enough Money,6,Sunburn,5,Smog,4
Name A Board Game People Give As A Holiday Gift.,Monopoly,49,Scrabble,17,Life,10,Triveal Persuit,6,Family Fued,5,Candy Land,3,Sorry,2
"Real Or Fictional, Name Someone Who’s Known For Being A Fast Runner.",Florance Joyner,38,Road Runner,26,Carl Lewis,13,Michael Johnson,7,Jesse Owens,7,Flash,6,Speedy Gonzales,6
Name A Specific Food You Can Get At Almost Every Restaurant,Hamburger,30,French Fries,24,Chicken,15,Salad,9,Bread,6,Pasta,4,Steak,4
Name Something A King Would Hate To Be Without.,Queen,31,Crown,24,His kingdom,14,Throne,9,Servents,8,Fool,7,Subjects,6
Name Something A Person Might Do To A Houseplant To Help It Grow.,Water It,54,Fertilize It,17,Give It Plant Food,8,Give It More Sun,6,Vitamins,6,Repot It,5,Talk To It,4
Name A Furry Critter That Kids Keep In Aquariums As Pets,Hamster,37,Gerbil,26,Mouse,11,Rabbit,10,Ferret,5,Guinea Pig,5,Tarantula,4
Name Something You Hear Cops Say In A Police Movie,Freeze,31,Put Your Hands Up,19,Right/Remain Silent,17,Under Arrest,14,Drop Your Weapon,8,Book em,6,Ten Four,5
Name A Fruit Put In Margaritas.,Lime,46,Strawberries,31,Lemon,10,Pinapple,4,Peach,2,Papya,2,Tomatoes,2
"Name A Store That’s Always Open, Even On Christmas Day.",Discount,27,Convenience Store,25,Grocery Store,16,Drugstore,11,Gas Station,10,Department Store,4,Toy Store,3
"Name Something Kids Say They’d Do If They Were An Adult, But That Adults Rarely Do.",Stay Up Late,34,Party,20,Become Rich,13,Sleep In,10,No House Rules,8,Eat Junk Food,6,Travel,5
Name Something You Might See In A Country Western Music Video.,Cowboy Hat,24,Guitar,21,Cowboy Boots,14,Horses,12,Cowboys,11,Dancing,10,Truck,8
Name Something That Might Be Advertised On The Bulletin Board At A College,Roommate Wanted,27,Jobs,26,Books,13,Lecture,10,Concert,8,Classes,4,Tutoring,4
Name Something A Writer Uses To Work?,Pen,35,Computer,33,Pencil,10,Paper,8,Internet,2,Lamp,2,Type Writer,2
Name A Word That Begins With “Uni-.”,Unicorn,30,Universe,26,Uniform,14,Unite/Unity,10,Unisex,7,Unibrow,6,Unicycle,3
Name Something Commercial Pilots Can’t Fly Without,Lisence,34,Airplane,21,Radar,14,Flight Attendant,11,Gas,9,Passengers,7,Uniforms,4
"Besides Books, Name Something You’d Find In Most School Libraries",Compters,39,Magazines,20,Librarian,11,Chairs,6,Desks,5,Students,5,Videos,5
Name A City You Recognize Just By Seeing A Photo.,New York City,34,St Louise,24,Houston,12,San Francisco,11,Los Angeles,4,New Orleans,4,Washington D.C.,4
"Besides Exercise, Name Something A Person Might Do At A Fancy Health Club.",Hang Out At Pool,30,Get A Massage,27,Sit In Sauna,10,Soak In Hot Tub,9,Socialize,8,Eat,5,Watch TV,3
Name A Jelly Bean Flavor,Cherry,26,Licorice,24,Lemon,11,Strawberry,11,Orange,7,Grape,7,Watermelon,6
Name An Activity People Do On Christmas Eve,Sing Carols,29,Go To Church,21,Party,15,Eat,9,Trim The Tree,7,Visit Family,6,Wrap Presents,6
Name Something You Associate With Andy Kaufman?,Man On The Moon,27,Taxi,24,Impersonations,16,Comedy,13,Jim Carey,6,Saturday Night Live,5,Wrestling,2
Name Something You Need To Grow A Vegetable Garden,Seeds,41,Tools,17,Dirt,16,Water,10,Sunlight,7,Fertilizer,5,Yard,4
