Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6
"What Would You Hate To Live Next To, Because The Noise Would Prevent You From Sleeping?",Airport,31,Train,24,Bar,19,Fire Station,9,Highway,7,Dog,6
"If You Go To Sleep With The Windows Open, Name A Sound That Might Wake You Up.",Birds,40,Wind,23,Traffic,13,Crickets ,11,Storm,5,Dog,4
"If There Is A Doggy Heaven, Name Something It Probably Has A Lot Of.",Bones,35,Toys,16,Biscuits,14,Other Dogs,10,Fire Hydrant,9,Dog Food,8
Name Something Found On The Bottom Of A Shoe.,Gum,52,Sole,26,Lint,12,Taps,3,Heel,3,Dog Poo,3
Name Something You Wonder About An Ex Whom You Haven’t Spoken?,Single?,38,Who They’re With,23,Still Look Good,14,Still Think Of Me,10,Have Kids?,7,Doing Well?,5
Name Something From Childhood That Many People Save.,Photos,44,Toys,19,Blanket,11,Baby Teeth,7,Clothes,7,Doll,6
Name A Character That Shows Up In Every Church Christmas Play,Jesus,52,Mary,21,Angel,10,Joseph,4,Wise Men,3,Donkey,3
Name Something A Student Has To Do When Running For Class President,Campaign,46,Give Speeches,16,Make Posters,10,Shake Hands,8,Say Hello,7,Draft Platform,6
"Name A Famous Doctor (Real Or Imaginary, Living Or Dead) You Would Not Want To Operate On You.",Kevorkian,48,Jekyll,14,Suess,13,Dolittle,8,Spock,7,Dre,4
"When It Gets Chilly Outside, But You Don’t Want To Turn On The Heat, What Do You Do?",Wear Extra Clothes,31,Wrap In A Blanket,20,Light A Fire,16,Cuddle Up,14,Take A Bath,9,Drink Something Hot,8
Name Something A Professional Baseball Player Might Have A Nightmare About.,Striking Out,31,Fetting Hurt,16,Getting Hit By A Ball,15,Drug Testing,12,Losing A Game,11,Dropping Ball,8
Name Something You’d Hate For Your Doctor To Forget Before Operating On You,Anesthetic,42,Wash Hands,27,My Name,7,Procedure,6,Rubber Gloves,5,Drugs,5
Name Something About Hulk Hogan’s Appearance That Is Traditionally Female.,Bleached Hair,54,Tights,24,Boa,10,Tan,4,Bandana,3,Earring,3
Name Something That Might Hurt After You Attend A Rock Concert.,Head,41,Throat,16,Feet,15,Neck,10,Back,4,Ears,4
Name Something People Do With Both Hands.,Drive,40,Dishes,14,Massage,12,Clap,11,Cook,10,Eat,6
Name Something You’d Be Nervous To Do As An Actress For Fear That You’d Wind Up On A Tabloid.,Kiss Your Date,25,Drugs/Drinking,21,Pose Nude,18,Get Arrested,16,Cheat/Divorce,10,Eat Fast Food,5
Name Something That People Are Bound To Do In Las Vegas,Gamble,61,Drink,15,Get Married,9,See A Show,5,Shop,4,Eat Too much,4
Name An Ingredient In A Casserole.,Noodles,28,Meat/Fish,25,Cheese,23,Green Beans,11,Cream,9,Eggs,4
"Name Something People Do In An Engagement Photo, That They Don’t Do In A Mug Shot.",Smile,50,Kiss,32,Pose,5,Hold Hands,3,Dress Up,3,Embrace,3
Name Something A Teenager Has A Lot Of.,Friends,34,Clothes,33,Free Time,9,Acne,9,Music,7,Emotions,5
Name Something You Might Hook Up To Your TV.,DVD,49,Cable,25,Video game,9,Antenna,6,Satelite Dish,4,Entertainment Centre,2
Name Something Associated With The Cartoon Show “The Jetsons.”,Astro,30,Elroy,20,Spaceships,19,Future,9,Technology,8,Epp Opp Ork Ah Ah,8
Name Something You Hate To Find When You Open Your Freezer,No Food,36,Spoiled Food,24,Frost,11,Empty Ice Tray,10,Food Is Thawed,9,Exploded Can,7
Name A Type Of Makeup That Most Women Don’t Wear On A Regular Basis.,Lipstick,31,Blush,20,Foundation,14,Eye Shadow,13,Mascara,11,Eyeliner,7
Name Something Of Yours That You Might Someday Change Its Color.,Hair,49,Home/Rooms,26,Car,11,Clothes/Shoes,4,Drapes,3,Eyes,2
Name Something You Try To Avoid Getting Sand In While At The Beach,Shoes,30,Car,22,Hair,15,Bathing Suit,14,Food,11,Eyes,7
"Name Something A Country Western Singer Sings About, That A Rapper Wouldn’t.",Lovesickness,31,Horse,20,Dog,18,Cowboys,10,Truck,10,Farm,9
Name Something You Associate With Elvis Presley.,Rock’n Roll,26,Hair ,19,Graceland,16,Blue Suede Shoes,15,Dancing Hips,12,Fashion Sense,5
Name Something On A Baby That Might Be Described As “Chubby”.,Cheeks,48,Legs,32,Belly,7,Arms,5,Hands,3,Feet,3
Which Olympic Sport Would A Cow Look Most Funny Participating In?,Running,33,Swimming,19,Skiing,15,Lomg Jump,10,Gymnastics,9,Figure Skating,8
Name Something Secretaries Might Be Embarrassed To Say They Don’t Know How To Do.,Type,60,Use A Computer,14,Take Shorthand,7,Make Copies,6,Make Coffee,3,File,3
Tell Me A Way You Warm Up Your Hands When They’re Cold.,Rub Them Together,39,Breathe On Them,21,Gloves/Mittens,16,Under Warm Water,10,Use Pockets,6,Fire Place/Heater,5
"Name A Job Many Husbands Pretend They Don’t Know How To Do, Just To Get Out Of Doing It.",Laundry,36,Dishes,22,Cooking,19,Fixing Car,8,Mowing Lawn,5,Fixing Toilet,3
Name Something People Hate To Find On Their Windshield.,Ticket,31,Bugs,24,Bird Droppings,21,Snow,8,A Crack,7,Fliers,6
Name A Type Of Gymnastic Move Almost Every Kid Knows How To Do.,Cart Wheel,37,Somersault,34,Tumbling,7,Flip,7,Balance Beam,5,Flip,4
Name A Sign That You Might Be Turning Into A Dog.,Barking,51,Grow A Tail,14,Growing Fur,12,Need T Scratch,7,Fetch,6,Floppy Ears,2
Name A Type Of Business That You Can Smell Before You See It.,Bakery,34,Restaurant,30,Fish Market,13,Sewage Treatment,9,Coffee Shop,6,Florist,5
Name Something That Gets Delivered.,Mail,45,Pizza,36,Newspaper,5,Package,5,Baby,4,Flowers,3
Name Something That Is Known For Producing A Lot Of Offspring.,Rabbit,51,Humans,14,Cats,8,Frogs,8,Dogs,5,Flowers,5
Name Something A Married Couple Saves From Their Wedding Day.,Cake Top,63,Pictures,11,Ring,8,Dress,6,Matchbook,3,Flowers,3
Name Something You Need In Order To Be Happy,Money,47,Love,34,Family,7,Friends,5,Health,3,Food,3
Name A Present Most Boys Would Want For The Holidays,Bike,29,Videogames,25,Toy Car,14,Ipod,11,GI Joe,9,Football,5
Name An Animal That Has Rough Skin.,Snake,39,Alligator/Crocodile,24,Elephant,16,Turtle,7,Lizard,6,Frog/Toad,5
Name Something People Do With A Deck Of Cards,Shuffle,43,Play Poker,24,Play Solitaire,10,Deal,7,Do Tricks,6,Gamble,3
Name Something A Child Might Cry Over Losing.,Toy,24,Blanket,20,Pet,18,Teddy Bear,13,Tooth,10,Game,9
Name Something People Say They’ll Have Time To Do Once They’ve Retired,Travel,37,Get More Rest,18,Golf,16,Fish,13,Read,6,Garden,3
Name Something People Lie About In An Internet Chatroom.,Their Age,60,Their looks,16,How Much They Weigh,7,Occupation,5,Marital Status,5,Gender,4
Name An Animal In A Pet Store That Probably Wouldn’t Attack Someone.,Goldfish,42,Kitten,14,Bunny,12,Hamster,10,Turtle,8,Gerbil,6
"If You Could Be A Rockstar For One Night, What’s The First Thing You’d Want To Do?",Perform At Concert,34,Throw A Party,27,Spend Money,16,Travel,8,Get Dates,7,Get A Paycheck,4
What Might A Teenager Do That Causes Their Parents To Forbid Them From Using The Family Car?,Crash It,51,Drink,17,Bad Grades,11,Speed,10,Stay Out Late,6,Get A Ticket,3
What Would Be The Best Thing About Having An Actress For A Mother?,Rich,28,Fame,24,Meet Other Stars,15,Free Movies,12,Huge House,11,Get Roles,9
Name A Cliche People Say About Beauty?,Only Skin Deep,30,In Eye Of Beholder,23,It Fades,18,It’s On The Inside,14,All Beauty No Brains,8,Gets You Further,3
Name Something Celebrities Do When Their Children Are Born That Most Of Us Don’t Do.,Sell Pictures,31,Hide Them,21,Big Party,20,Weird Names,15,Hire Nanny,4,Give Interview,3
Tell Me Something Your Spouse Does That Makes You Suspect They’re Angry At You.,Silent Treatment,45,Yell,29,Pout/Frown,7,Slam Doors,4,Roll Eyes,4,Glare,3
"Name Something You Might Bite, But Wouldn’t Eat.",Fingernail/Finger,32,Tongue/Lip,23,Partner’s Neck,20,Pen/Pencil,11,Plastic/Wrapper,6,Glasses,5
Name An Activity Kids Do At Day Camp.,Swim,28,Play Games,23,Arts & Crafts,19,Sing Songs,14,Hike,9,Go Fishing,7
Name An Animal That’s Known For Eating Garbage,Racoon,44,Rat,21,Dog,13,Pig,6,Bear,5,Goat,4
"Name Someone, Real Or Fictional, Who Is Known For Being Tall.",Shaquille O’Neil,25,Paul Bunyan,23,Abe Lincoln,23,Andre The Giant,7,Michael Jordan,6,Goliath,4
Name A Reason You Might Take Your Child Out Of A Movie.,Bad Language,31,Crying During Movie,17,Violence,16,Sex Scene,14,Talking,7,Got Sick,7
What Kinds Of Things Might People Lie About At Their High School Reunions?,Job,59,Money,20,Weight,9,How Many Kids,4,Marital Status,4,Grades,3
Name An Item You Might See In A Movie Star’s Home That Wouldn’t Be In Yours,Academy Awards,33,Maids,25,Home Theatre,22,Swimming Pool,5,Expensive Artwork,5,Grand Piano,4
Name Something You Buy To Save Money In The Long Run.,Economical Car,36,House/Improvement,26,Stocks/Savings Plan,15,washer/Appliance,9,Insurance,6,Groceries,5
Name A Place Where You Might See Lots Of Minivans In The Parking Lot.,School,28,Mall,26,Sports Game,21,Park,12,Car Dealership,6,Grocery Store,5
Name Something Specific That Can Smell Like Cinnamon (More Specific Than “Sweets.”),Rolls,32,French Toast,25,Cookies,21,Apple Pie,14,Candles,3,Gum/Candy,3
Which Extra Piece Of Clothing Might Wear To A Game Of Strip Poker To Delay Taking Off Your Essentials?,Socks/Stockings,27,Under Shirt/T Shirt,23,Jacket,21,Scarf,8,Thermals,7,Hat,4
Name Something People Think Rich Folks Do All Day Instead Of Working.,Shop,33,Sleep,23,Play Golf,21,Lay Around,15,Travel,5,Have Parties,3
Name A Type Of Footwear That Doesn’t Have Laces.,Sandals,65,Slippers,11,Loafers,9,Boots,5,Clogs,4,Heels,3
Name A Piece Of Information That Post People List In Their Personal’s Ads.,Age,46,Name,22,Phone Number,10,Sex,9,Status,4,Height,3
Name A Holiday Song With A Fictional Character.,Red Nose Reindeer,40,Frosty The Snowman,38,Santa’s Comin To Town,8,Mean One Mr Grinch,7,Grandma Got Run Over,3,Here Comes Santa,3
What Brand Of Candy Bar Would Make For An Unflattering Nickname?,Snickers,41,Butterfingers,22,Chunky,13,Mars,8,Mounds,7,Hershey,7
Name An Instance When A Parent Might Try To Distract A Child,Getting A Shot,34,Violence & Movie,20,Upset/Hurt,15,Tooth Pulled,12,Sopping Trip,8,Hiding A Gift,8
Name A Word Or Short Phrase That Begins With The Word “High.”,High School,30,High Five,24,High Roller,15,High Noon,14,Highway,9,High Heels,5
"Name A Piece Of Equipment That Was Once Considered Modern Technology, But Few People Even Own Anymore",VCR,29,Typewriter,25,Record Player,13,Radio,13,Pader,11,Home Telephone,6
"If There Were Prizes For Good Boyfriends, What Categories Would They Be Rated On?",Appearance,29,Kissing Ability,25,Romance,18,Kind Personality,10,Communication,9,Honesty,7
Name Something That Needs To Be Fed.,Dog,54,Bird,17,Children,8,People,7,Fish,4,Horse,3
Name An Animal That Would Be An Appropriate Mascot For A Team Of Marathon Runners,Cheeta/Cat,44,Road Runner,25,Rabbit,15,Gizelle,6,Greyhound,5,Horse,3
Tell Me A Food That Has “Hot” In Its Name,Hot Dog,44,Hot sauce,20,Hot Tamale,13,Hot Wings,9,Hot Pocket,7,Hot Peppers,4
Name A Place Of Business That You Would Not Return To After Only One Bad Customer Service Experience.,Restaurant,41,Bank,21,Hair Salon,10,Doctor,10,Store,9,Hotel,7
Name Something That People Go Through A Lot Of Obstacles In Order To Get,Job,38,Money,23,Love/Married,18,Degree,8,Driver’s License,5,House,4
"What Christmas “Gift” Can You Give Someone, Without Going Shopping?",Money,37,Love,20,Baked Goods,13,Card,11,Gift card,8,Hugs/Kiss,8
Name A Type Of Magazine That You’d Be Surprised To See A Supermodel Browsing Through,Sports,26,Car,19,Cooking,18,Men’s Mag,13,News/Politics,11,Hunting/Fishing,7
Name Something People Shouldn’t Leave Inside Their Parked Car.,Purse/Wallet,41,keys,24,kids,9,Phone,6,Dog,5,Ice Cream,3
Name Someone Who You Wish Didn’t Have Your Address.,Ex,29,Bill Collector,26,Boss,16,The Police,11,IRS,9,In Laws,6
Finish This Sentence: I’d Never Stay In A Hotel That Didn’t Have _____.,A Bed,28,Room Service,26,Running Water,24,A TV,10,A Pool,8,Internet,3
Where Do Many People Go To Get Advice On Love?,Friends,38,Parents,21,Therapist,12,Pastor,8,Psychic,8,Internet,6
Name Something A Cowboy Wears That’s Made Of Leather.,Chaps,42,Boots,27,Gloves,13,Belt,8,Vest,5,Jacket,3
Name A Brand Of Car That’s Made In America.,Ford,53,Chevrolet,19,Cadilac,10,Buick,4,Chrysler,4,Jeep,3
Name Something You Might Find In The Godfather’s Basement.,Bodies,39,Guns,21,Money,17,Wine,7,Horse’s Head,5,Jimmy Hoffa,4
Name Something Associated With David Letterman,Top 10 List,29,Talk Show,27,His Teeth,18,Stupid Pet Tricks,15,Viewer Mail,5,Jokes,4
Name An Occupation You’d Be Surprised To Find A Criminal Had As Their Day Job,Banker,24,Police Officer,23,Lawyer,19,Teacher,16,Religious Leader,6,Judge,6
"Which Type Of Professional Would You Least Like To Get Into An Argument With, Because You’d Never Win?",Lawyer,42,Boxer,17,Politician,16,Police,14,Therapist,4,Judge,3
Name A Drink That Tastes Disgusting When It’s Warm.,Beer,35,Milk,26,Soda,14,Coffee,13,Milkshake,8,Juice,4
Name A Beverage You Might Drink At A Typical Holiday Party,Egg Nog,55,Wine,16,Champagne,9,Beer,7,Soda,7,Juice,6
Name Something A Kid Might Do That Would Make You Tell Them They’re Turning Into A Squirrel.,Eat Nuts,58,Climb Trees,24,Bring Germs,4,Nibble On Everything,3,Hide Things,3,Jump,3
Name A Reason Why Someone’s Voice Might Sound Funny.,Illness,63,Helium,11,Puberty,9,Drunk,7,Accent,6,Just Woke Up,4
Name An Animal With A Long Tail.,Monkey,32,Dog,18,Cat,16,Horse,11,Tiger,9,Kangaroo,7
Name Something A Kid’s Moustache Is Often Made Of,Milk,43,Fake Hair,21,Marker/Pen,14,Plastic,7,Kool Aid,5,Ketchup,3
Name Something You See A Lot Of In The Summer.,Flowers,29,Sun,22,Swimming Suit,15,People In Shorts,10,Bugs,9,Kids Playing,8
Name A Popular Elvis Presley Movie,Jailhouse Rock,34,Viva Las Vegas,23,Blue Hawaii,16,Love Me tender,9,Girls Girls Girls,7,King Creole,5
Name Something You Might Have To Wait For A While On An Airplane?,Food,39,Drink,28,Bathroom,15,Take Off,9,Landing,3,Late Passenger,3
We Asked 100 Married People: What Do You Do With Your Spouse That Reminds You Why You Fell In Love?,Kiss/Sex,40,Go On Dates,22,Snuggle,15,Dance,14,Talk,3,Laugh,3
What Would A Pirate Need To Do In Order To Look Presentable For A Job Interview?,Shave,34,Remove Eye Patch,21,Cut Hair,19,Change Clothes,8,Shower,7,Leave Parrot Home,4
Name A Part Of The Body Where People Sprinkle Powder.,Feet,28,Bottom,23,Chest,22,Underarms,10,Back,7,Legs,5
Name Something You Squeeze Before You Buy It,Tomatoes,24,Melon,19,Bread,18,Orange,13,Toilet Paper,10,Lemon,9
Name Your Favorite Type Of Girl Scout Cookie,Thin Mint,36,Peanut Butter Patty,22,Chocolate Chip,14,Short Bread,9,Caramel Delight,7,Lemon Chalet Creme,5
Name A Room In The House People Like To Read,Bedroom,40,Living Room,22,Den,14,Family Room,9,Bathroom,9,Library,4
Name A Place Where Kids Go After School,Home,39,Park,19,Childcare,13,Mall,11,Friend’s House,6,Library,6
Name A Way You Might Know Your Neighbors Are On Vacation,Papers In Driveway,41,Cars Are Gone,16,They Told You,11,Don’t Pick Up Phone,9,Mail Pile Up,9,Lights Off At Night,7
Name A Flower That Comes In Different Colors,Rose,58,Orchid,12,Tulip,9,Iris,8,Carnation,7,Lily,6
Name Something For Which A Mermaid May Be Jealous Of Barbie.,Legs,46,Hair,21,Ken,16,Wears Clothes,5,Car,5,Lives On Land,3
"Name A Food Served With Melted Butter On It. (Vegetables Is Not An Answer, Be More Specific)",Baked Potato,28,Popcorn,22,Corn,16,Pancake,12,Toast,9,Lobster,6
"When You Have A Headache, Name Something It Hurts To Do.",Talk/Yell,36,Think,32,Laugh,10,Bend Over,7,Cough,5,Look At Light,5
Name Something A Nervous Skydiver Might Do To Distract Himself Before A Jump.,Pray,35,Sing,31,Close Eyes,17,Count,9,Talk,5,Look Outside,3
Name A Word That They Use At A Sporting Event That’s Also Used On Family Fued?,Strike,34,Winner,29,Shake Hands,11,Good,9,Score,6,Lost,4
ame A Reason Why You Might Be Nervous While Driving.,Weather Conditions,24,Heavy Traffic,20,New Driver,19,Spot A Police Car,17,Tailgating,11,Lost,8
Tell Me A Way That A Babysitter Knows The Parents Are Nervous About Leaving.,Hesitate To Leave,28,Calling Repeatedly,21,Crying,19,Lots Of Questions,12,Leave Phone Numbers,10,Lots Of Instructions,7
"Besides A Ring, Name Something Specific A Girl Might Give Back To Her Boyfriend When She Dumps Him.",Pictures,24,Jacket,21,Jewelry,19,Books,16,Keys,9,Love Letters,3
Name A Popular Children’s Food That’s Sold In Cups,Jell O,44,Ice Cream,31,Fruit,9,Yogurt,8,Apple Sauce,3,Mac & Cheese,3
"Other Than An Airplane, What Might A Cartoon Character Use To Help Them Fly?",Wings,46,Arms,18,Bird,13,Balloon,8,Kite,4,magic Carpet,4
Name One Of The Gifts From The Song “The Twelve Days Of Christmas”,Partridge,40,Golden Rings,36,Turtle Doves,10,Geese A Laying,5,Swans A Swimming,4,Maids A Milking,3
Name Something You Do At The Library.,Read,41,Study,24,Check Out Books,15,Research,9,Use A Computer,7,Make Photocopies,4
"Besides Clothes, Name Something People Pack In Their Suitcase When Traveling.",Toothbrush/Paste,38,Hairbrush/Comb,16,Hair Dryer,13,Razor,10,Alarm Clock,9,Make Up,8
Name Something A Rockstar’s Dressing Room Is Probably Full Of.,Costumes,26,Drinks,21,Women,16,Flowers,15,Instruments,11,Make Up,7
What Type Of Product Has Commercials That Make You Want What They’re Selling?,Food,30,Beer,24,Car,18,Hair Care Products,12,Toy’s,7,Make Up,7
Name Something Shampoo Commercials Claim Their Shampoo Does For Hair.,Adds Shine,53,Cleans It,16,Makes It Grow faster,9,Increases Volume,8,Smooths/Softens It,8,Makes It Healthier,4
Name An Item You’d Expect To Find In A Bathroom Cabinet.,Towels,32,Toilet Paper,24,Medicine,21,Toothpaste,9,Soap/Shampoo,6,Makeup,4
Name Another Stringed Instrument That A Guitarist Would Probably Be Good At Right Away,Banjo,42,Bass,20,Fiddle/Violin,12,Ukelele,10,Harp,7,Mandolin,6
Name Something That A Guy From Memphis Is Probably Better At Than A Guy From New York City.,Singing/Guitar,31,Farming,23,Barbecuing,16,Horse Back Riding,12,Line Dancing,9,Manners,6
Name A Type Of Band.,Rock And Roll,45,Rubber,24,Wedding,11,Jazz,8,Country,2,Mariachi,2
Name Something Most People Try At Least Once In Their Life.,Drinking,20,Smoking,19,Sky Diving,18,Sushi,16,Riding In Airplane,14,Marriage,10
"If A Restaurant Was Going Bankrupt, Name Something They Might Stop Giving Away Free.",Water,42,Soda/Coffee Refills,18,Bread,14,Napkins,12,Mints,7,Meals/Samples,4
"If Superman Got Old Like The Rest Of Us, Name A Sign That It Might Be Time For Him To Retire",Can’t Fly,33,Getting Weak,26,Slowing Down,18,No X Ray Vision,7,Gray Hair,5,Memory Loss,4
Name Something Kids Play On In A City Park,Swings,61,Slide,15,Jungle Gym,9,See Saw,4,Basketball Court,3,Merry Go Round,3
Name A City In The U.S. That People Visit For The Holidays,New York,77,Las Vegas,6,Chicago,4,Orlando,3,Anaheim,2,Miami,2
Name An Appliance You Avoid Using When People Are Sleeping,Vacuum,34,Blender,32,TV,10,Dishwasher,7,Washer/Dryer,6,Microwave,5
Name Something That Gets Delivered To Your Door.,Mail,30,Pizza,28,Newspaper,14,Package,11,Flowers,9,Milk,5
Name A Term Or Phrase With The Word “Control” In It.,Control Freak,38,Remote Control,26,Out Of Control,12,Control Panel,7,Self Control,7,Mind Control,4
Name Something A Mobster Might Have A Tattoo Of.,Gun,45,Mom,26,Skull,9,Snake,5,Cross,4,Money,4
Name Something Most People Bring With Them When They Go To Work,Lunch,52,Briefcase,14,Cell Phone,12,Coffee,8,Purse,7,Money,6
What Animals Might You See If You Go On An African Safari?,Lion,29,Elephant,25,Giraffe,21,Tiger,10,Zebra,10,Monkey,3
Name A Holiday You Might BBQ On.,Fourth Of July,68,Labor Day,10,Thanksgiving,5,Memorial Day,4,Father’s Day,4,Mother’s Day,2
Name A Dangerous Hobby You Wouldn’t Want Your Partner To Have,Skydiving,48,Hunting,16,Flying,16,Rock Climbing,14,Car Racing,3,Motorcycling,3
"Besides Coke, Name Another Kind Of Soda.",Sprite,36,Pepsi,17,Root Beer,12,7 Up,12,Dr Pepper,11,Mountain Dew,6
Tell Me A Place Where You Feel The Need To Get Up And Stretch Your Legs.,Airplane,28,Work,28,Car/Bus Trip,15,Place Of Worship,10,School,7,Movie Thearre,6
"Name Something People Mean To Do In Their Spare Time, But End Up Watching TV Instead.",Clean,49,Read,17,Paperwork,10,Bake,6,Exercise,6,Nap,5
Name Something That Might Really Annoy Santa When He Comes To Your House.,No Cookies,34,Can’t Use Chimney,19,A Fire in Fireplace,19,Children Awake,5,A Dog,3,Naughty Kids,3
Name Something People Daydream About,Money,38,Making Love,22,Vacation/Travel,21,New House,5,Love/Marriage,5,New Car,3
Tell Me A Holiday You Can Live Without,Halloween,31,Thanksgiving,27,Valentine’s Day,23,St Patrick’s Day,10,Fourth Of July,5,New Year’s,3
Name Some Reasons Why Teenagers Want To Get Older?,Drive,36,Drink,33,Move Out,12,Date,6,Get A Job,3,No Curfew,3
Name A Phrase On Signs That Starts With The Word “No.,No Parking,41,No Smoking,30,No Entry,8,No Turns,7,No Trespassing,7,No Loitering,4
Name Something Associated With The Movie “The Sound Of Music.”,Singing/Songs,28,Julie Andrews,21,Mountains,20,My Favorite Things,18,Children,8,Nuns,4
Tell Me A Profession That Works Long Hours.,Doctor,38,Police,17,Firefighter,15,Lawyer,12,Teachers,11,Nurse,7
Name Something You’d Find At The Center Of Fancy Chocolates.,Caramel,38,Cherries,26,Cream,16,Coconut,7,Marhmellow,4,Nuts,3
Name A Specific Food That You Could Still Eat If You Lost All Your Teeth,Soup,25,Pudding/Jello,22,Ice Cream,18,Mashed Poatoes,16,Apple Sauce,9,Oatmeal,7
Name A Product People Use On Their Hair,Shampoo,62,Hair Spray,13,Gel,8,Conditioner,7,Color,6,Oil Sheen,3
"Besides On Top Of A Flag Pole, Where Else Would You See The American Flag?",School,41,Outside Of House,25,On A Car,18,Side Of A Building,9,Display Case,3,On A Uniform,3
Name A Job Where You Could Claim Disability If You Lost Your Voice.,Telemarketer,26,Singer,20,Customer service,17,News Reporter,13,Radio Broadcaster,11,oporator,6
Name A Sound That Causes Dogs To Bark,Siren,23,Doorbell,20,Passing Car,18,Whistle,17,Cat’s Meow,14,Other Dogs,5
Name A Specific Place Where Parents Go To Get Away From The Kids For A While,To Bed,31,To A Bar,20,To A Movie,14,On Vacation,14,To A Hotel,9,Out For Dinner,9
What Kinds Of Clothes And Accessories Would You Find In The Closet Of A Truck Driver?,Trucker Hat,39,Jeans,22,Flannel Shirt,18,Boots,9,T Shirts,7,Overalls,3
Name Something Some Kids Need To Have In Order To Sleep.,Blanket,32,Teddy Bear,23,Night Light,16,Milk,11,Bedtime Story,8,Pacifier,3
Name Something Specific You’d Wear If You Wanted To Impersonate A Woman,Dress,29,Wig,26,Bra,15,High Heels,12,Lipstick,11,Panty Hose,7
Who Would You Call First If Your Car Broke Down On The Side Of The Road?,Partner,30,AAA,26,Tow Truck,24,911,11,Best Friend,5,Parent,3
Name Someone Who Owes You A Big Apology.,Friend,20,Romantic Interest,18,Ex,17,Sibling,16,Child,13,Parent,11
Name Something That Might Break A Couple Up If They Disagreed About It,Finances,44,Having Kids,31,Showing Affection,8,religion,6,Fidelity,5,Parenting,4
Name A Way A Student Finds Out It Is A Snow Day.,Radio,33,TV,30,Internet,14,Looking Out Window,13,Call School,6,Parents,4
"Name Something A Child Might Have At Their 6th Birthday Party, But Not At Their 16th Birthday.",Clown,54,Games,13,Cake,10,Balloons,8,Party Favors,6,Parents,3
"In Movie Endings, Name A Place The Main Character Goes To Catch Her Crush Before It’s Too Late.",Airport,51,Wedding/Church,22,Train Station/Bus Depot,12,Beach,7,Bridge,4,Park,3
"Instead Of A Dollar, What Might A Pirate’s Kid Find Under Her Pillow When She Loses A Tooth?",Gold Coin,45,Eye Patch,28,Sword,14,Hook,8,Jewels,7,Parrot,5
"Name A Place That, Once You Enter, It’s Hard To Leave",Bar,32,Mall,19,Jail,17,Casino,16,Church,8,Party,4
Name The Best Place For Single People To Find Each Other.,Bar,53,Church,22,Grocery Store,6,Internet,4,Work,4,Party,4
Name A Fruit You Might Find In A Pastry.,Strawberry,36,Apple,28,Cherry,18,Raspberry,7,Blueberry,5,Peach,4
Name A Food That Can be Eaten Directly From Its Container.,Ice Cream,32,Yogurt,21,Chips,19,Tuna,10,Soup,8,Peanut Butter,7
Name A Movie Theater Food That Gets Stuck In Your Teeth. Be Specific!,Pop Corn,67,Milk Duds,12,Dots,6,Gummy Bears,5,Taffy,4,Peanuts,3
Name Something You’d Find In A Hearty Stew.,Beef/Meat,35,Potatoes,29,Carrots,17,Beans,8,Onions,7,Peas,3
"While Driving, Name Something You Have To Keep An Eye On",Road,33,Other Cars,27,speed Limit,16,Traffic Signs,7,Gas guage,6,Pedestrians,4
Name Something You Might See Next To The Cash Register At A Restaurant,Toothpicks,39,Mints,30,Chocolates,15,Credit Card Machine,4,Menu,3,Penny Jar,3
What Food Should A Movie Star Avoid Eating Before Doing A Love Scene?,Garlic,35,Onions,25,Fish,13,Beans,12,Pizza,9,Peppers,5
Name A Type Of Item That Might Be Sold Fake By A Street Vendor,Watch,52,Purse,22,Jewelry,11,Fur/Leather Coat,7,DVD,4,Perfume,3
Name A Canned Food That You’d Never Eat Directly From The Can,Tuna,25,Soup,24,Beans,18,Corn,15,Spam,8,Pet Food,4
"If There Was An Airline Called No Frills Air, Name Something They Might Not Offer Passengers.",Meals,44,Snacks,23,Movies,14,Drinks,10,Pillows,5,Phones,4
"On Thanksgiving, Name Something Snooki Might Say She’s Thankful For.",New Jersey,43,Men,22,Her Hair,14,Drinking,8,Tanning,8,Pickles,3
Name Something People Do When They’ve Lost A Pet.,Post Signs,33,Look For Him,28,Be Sad/Cry,27,Call Humane Society,5,Call Police,4,Place An Ad,3
"Besides Skiing, Name Something People Enjoy Doing At A Ski Resort",Snowboarding,29,Drinking/Eating,23,Cuddling By The Fire,16,Sledding,15,Hot Tub,9,Play In Snow,4
Name Something A Teen Can Do For Longer Amounts Of Time Than Their Parents.,Sleep,28,Exercise,26,Talk On The Phone,16,Stay Up,12,Watch TV,10,Play Video Games,4
Name Something You Would Find In A Weather Forecaster’s Closet.,Umbrella,48,3 Piece Suit,14,Rain Jacket,13,Winter Coat,10,Map,5,Pointer,3
Name Someone You Might Call If You Thought Your House Was Haunted.,Priest,50,Exorcist,17,Ghost Busters,16,Psychic,9,Movers,2,Police,2
What Might You Encounter On The Freeway That Would Make You Pull Off For A While,Accident,37,Traffic Jam,17,Animal,16,Flat Tire,12,Rain/Snow,11,Police Activity,5
"Name Something You Dreaded Talking To Your Parents About As A Teen, And Still Do?",Birds And The Bees,50,Drinking,15,Relationships,14,Money,12,Smoking,3,Politics,3
Name Something That Has The Word “Pop” In It.,Popcorn,37,Soda Pop,25,Pop Tart,12,Popsicle,9,Popular,6,Pop Goes The Weasel,5
